,ID,total_sentences_precision,count_ones_precision,count_zeros_precision,precision,total_sentences_recall,count_ones_recall,count_zeros_recall,recall,f1,model,dataset,note_type,prompt
45,139,65,32,33,0.4923076923076923,62,32,30,0.5161290322580645,0.5039370078740157,llama3,coral,pdac,PROMPT1_entailment
46,14,14,13,1,0.9285714285714286,10,10,0,1.0,0.962962962962963,llama3,coral,pdac,PROMPT1_entailment
47,140,14,12,2,0.8571428571428571,8,7,1,0.875,0.8659793814432989,llama3,coral,pdac,PROMPT1_entailment
48,141,18,11,7,0.6111111111111112,11,7,4,0.6363636363636364,0.6234817813765182,llama3,coral,pdac,PROMPT1_entailment
49,142,18,13,5,0.7222222222222222,11,8,3,0.7272727272727273,0.7247386759581883,llama3,coral,pdac,PROMPT1_entailment
50,143,13,12,1,0.9230769230769232,9,8,1,0.8888888888888888,0.9056603773584906,llama3,coral,pdac,PROMPT1_entailment
51,144,15,13,2,0.8666666666666667,12,11,1,0.9166666666666666,0.8909657320872274,llama3,coral,pdac,PROMPT1_entailment
52,145,14,14,0,1.0,10,9,1,0.9,0.9473684210526316,llama3,coral,pdac,PROMPT1_entailment
53,146,9,6,3,0.6666666666666666,7,7,0,1.0,0.8,llama3,coral,pdac,PROMPT1_entailment
54,147,12,11,1,0.9166666666666666,12,10,2,0.8333333333333334,0.8730158730158729,llama3,coral,pdac,PROMPT1_entailment
55,148,30,25,5,0.8333333333333334,25,17,8,0.68,0.748898678414097,llama3,coral,pdac,PROMPT1_entailment
56,149,10,10,0,1.0,7,6,1,0.8571428571428571,0.923076923076923,llama3,coral,pdac,PROMPT1_entailment
57,15,12,12,0,1.0,10,10,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
58,150,14,13,1,0.9285714285714286,8,7,1,0.875,0.900990099009901,llama3,coral,pdac,PROMPT1_entailment
59,151,15,14,1,0.9333333333333332,10,10,0,1.0,0.9655172413793104,llama3,coral,pdac,PROMPT1_entailment
60,152,15,14,1,0.9333333333333332,11,10,1,0.9090909090909092,0.9210526315789476,llama3,coral,pdac,PROMPT1_entailment
61,153,45,18,27,0.4,30,17,13,0.5666666666666667,0.4689655172413793,llama3,coral,pdac,PROMPT1_entailment
62,154,23,21,2,0.9130434782608696,15,15,0,1.0,0.9545454545454544,llama3,coral,pdac,PROMPT1_entailment
63,155,50,43,7,0.86,47,35,12,0.7446808510638298,0.7981967647838769,llama3,coral,pdac,PROMPT1_entailment
64,156,13,12,1,0.9230769230769232,10,9,1,0.9,0.9113924050632912,llama3,coral,pdac,PROMPT1_entailment
65,157,19,18,1,0.9473684210526316,14,13,1,0.9285714285714286,0.937875751503006,llama3,coral,pdac,PROMPT1_entailment
66,158,14,10,4,0.7142857142857143,10,9,1,0.9,0.7964601769911505,llama3,coral,pdac,PROMPT1_entailment
67,159,14,14,0,1.0,4,4,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
68,16,39,34,5,0.8717948717948718,31,24,7,0.7741935483870968,0.8201005025125628,llama3,coral,pdac,PROMPT1_entailment
69,160,10,9,1,0.9,9,9,0,1.0,0.9473684210526316,llama3,coral,pdac,PROMPT1_entailment
70,161,16,16,0,1.0,9,8,1,0.8888888888888888,0.9411764705882352,llama3,coral,pdac,PROMPT1_entailment
71,162,13,13,0,1.0,10,10,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
72,163,17,12,5,0.7058823529411765,13,10,3,0.7692307692307693,0.736196319018405,llama3,coral,pdac,PROMPT1_entailment
73,164,36,27,9,0.75,36,30,6,0.8333333333333334,0.7894736842105262,llama3,coral,pdac,PROMPT1_entailment
74,165,17,13,4,0.7647058823529411,10,8,2,0.8,0.7819548872180452,llama3,coral,pdac,PROMPT1_entailment
75,166,16,14,2,0.875,11,10,1,0.9090909090909092,0.8917197452229298,llama3,coral,pdac,PROMPT1_entailment
76,167,12,10,2,0.8333333333333334,8,7,1,0.875,0.8536585365853658,llama3,coral,pdac,PROMPT1_entailment
77,168,11,9,2,0.8181818181818182,6,5,1,0.8333333333333334,0.8256880733944955,llama3,coral,pdac,PROMPT1_entailment
78,169,9,9,0,1.0,7,6,1,0.8571428571428571,0.923076923076923,llama3,coral,pdac,PROMPT1_entailment
79,17,12,12,0,1.0,5,5,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
80,170,23,19,4,0.8260869565217391,16,10,6,0.625,0.7116104868913856,llama3,coral,pdac,PROMPT1_entailment
81,171,17,13,4,0.7647058823529411,13,13,0,1.0,0.8666666666666666,llama3,coral,pdac,PROMPT1_entailment
82,172,22,17,5,0.7727272727272727,10,10,0,1.0,0.8717948717948718,llama3,coral,pdac,PROMPT1_entailment
83,173,24,22,2,0.9166666666666666,22,16,6,0.7272727272727273,0.8110599078341013,llama3,coral,pdac,PROMPT1_entailment
84,174,15,12,3,0.8,11,7,4,0.6363636363636364,0.7088607594936709,llama3,coral,pdac,PROMPT1_entailment
85,175,38,13,25,0.3421052631578947,28,15,13,0.5357142857142857,0.4175588865096359,llama3,coral,pdac,PROMPT1_entailment
86,176,15,15,0,1.0,10,10,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
87,177,16,16,0,1.0,10,10,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
88,178,30,20,10,0.6666666666666666,36,34,2,0.9444444444444444,0.7816091954022987,llama3,coral,pdac,PROMPT1_entailment
89,179,9,8,1,0.8888888888888888,9,7,2,0.7777777777777778,0.8296296296296296,llama3,coral,pdac,PROMPT1_entailment
90,18,17,17,0,1.0,15,10,5,0.6666666666666666,0.8,llama3,coral,pdac,PROMPT1_entailment
91,180,9,9,0,1.0,5,5,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
92,181,14,12,2,0.8571428571428571,10,8,2,0.8,0.8275862068965518,llama3,coral,pdac,PROMPT1_entailment
93,182,16,14,2,0.875,8,6,2,0.75,0.8076923076923077,llama3,coral,pdac,PROMPT1_entailment
94,183,14,12,2,0.8571428571428571,10,8,2,0.8,0.8275862068965518,llama3,coral,pdac,PROMPT1_entailment
95,184,14,10,4,0.7142857142857143,9,8,1,0.8888888888888888,0.792079207920792,llama3,coral,pdac,PROMPT1_entailment
96,185,28,24,4,0.8571428571428571,22,17,5,0.7727272727272727,0.8127490039840638,llama3,coral,pdac,PROMPT1_entailment
97,186,44,32,12,0.7272727272727273,32,15,17,0.46875,0.5700712589073634,llama3,coral,pdac,PROMPT1_entailment
98,187,38,28,10,0.7368421052631579,34,21,13,0.6176470588235294,0.6719999999999999,llama3,coral,pdac,PROMPT1_entailment
99,188,15,13,2,0.8666666666666667,8,6,2,0.75,0.8041237113402062,llama3,coral,pdac,PROMPT1_entailment
100,189,9,7,2,0.7777777777777778,5,5,0,1.0,0.8750000000000001,llama3,coral,pdac,PROMPT1_entailment
101,19,27,24,3,0.8888888888888888,21,17,4,0.8095238095238095,0.8473520249221184,llama3,coral,pdac,PROMPT1_entailment
102,190,36,31,5,0.8611111111111112,17,11,6,0.6470588235294118,0.7388949079089925,llama3,coral,pdac,PROMPT1_entailment
103,191,29,22,7,0.7586206896551724,15,13,2,0.8666666666666667,0.8090523338048091,llama3,coral,pdac,PROMPT1_entailment
104,192,21,16,5,0.7619047619047619,12,10,2,0.8333333333333334,0.7960199004975124,llama3,coral,pdac,PROMPT1_entailment
105,193,11,10,1,0.9090909090909092,10,8,2,0.8,0.8510638297872342,llama3,coral,pdac,PROMPT1_entailment
106,194,11,8,3,0.7272727272727273,11,9,2,0.8181818181818182,0.770053475935829,llama3,coral,pdac,PROMPT1_entailment
107,195,9,6,3,0.6666666666666666,7,7,0,1.0,0.8,llama3,coral,pdac,PROMPT1_entailment
108,196,14,13,1,0.9285714285714286,8,6,2,0.75,0.8297872340425532,llama3,coral,pdac,PROMPT1_entailment
109,197,17,17,0,1.0,9,7,2,0.7777777777777778,0.8750000000000001,llama3,coral,pdac,PROMPT1_entailment
110,198,15,12,3,0.8,12,10,2,0.8333333333333334,0.816326530612245,llama3,coral,pdac,PROMPT1_entailment
111,199,13,12,1,0.9230769230769232,9,8,1,0.8888888888888888,0.9056603773584906,llama3,coral,pdac,PROMPT1_entailment
112,2,15,9,6,0.6,14,12,2,0.8571428571428571,0.7058823529411764,llama3,coral,pdac,PROMPT1_entailment
113,20,25,15,10,0.6,18,13,5,0.7222222222222222,0.6554621848739496,llama3,coral,pdac,PROMPT1_entailment
114,200,28,24,4,0.8571428571428571,16,15,1,0.9375,0.8955223880597014,llama3,coral,pdac,PROMPT1_entailment
115,201,12,12,0,1.0,10,10,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
116,202,13,13,0,1.0,10,10,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
117,203,35,32,3,0.9142857142857144,31,27,4,0.8709677419354839,0.8921011874032008,llama3,coral,pdac,PROMPT1_entailment
118,204,19,18,1,0.9473684210526316,14,10,4,0.7142857142857143,0.8144796380090498,llama3,coral,pdac,PROMPT1_entailment
119,205,13,9,4,0.6923076923076923,7,5,2,0.7142857142857143,0.7031250000000001,llama3,coral,pdac,PROMPT1_entailment
120,206,12,9,3,0.75,9,8,1,0.8888888888888888,0.8135593220338982,llama3,coral,pdac,PROMPT1_entailment
121,207,16,14,2,0.875,8,8,0,1.0,0.9333333333333332,llama3,coral,pdac,PROMPT1_entailment
122,208,9,7,2,0.7777777777777778,8,8,0,1.0,0.8750000000000001,llama3,coral,pdac,PROMPT1_entailment
123,209,16,14,2,0.875,9,9,0,1.0,0.9333333333333332,llama3,coral,pdac,PROMPT1_entailment
124,21,11,11,0,1.0,10,10,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
125,210,15,12,3,0.8,9,9,0,1.0,0.888888888888889,llama3,coral,pdac,PROMPT1_entailment
126,211,13,11,2,0.8461538461538461,8,8,0,1.0,0.9166666666666666,llama3,coral,pdac,PROMPT1_entailment
127,212,18,18,0,1.0,17,17,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
128,213,13,12,1,0.9230769230769232,11,11,0,1.0,0.96,llama3,coral,pdac,PROMPT1_entailment
129,214,15,12,3,0.8,18,9,9,0.5,0.6153846153846154,llama3,coral,pdac,PROMPT1_entailment
130,215,20,4,16,0.2,12,7,5,0.5833333333333334,0.2978723404255319,llama3,coral,pdac,PROMPT1_entailment
131,216,33,31,2,0.9393939393939394,33,31,2,0.9393939393939394,0.9393939393939394,llama3,coral,pdac,PROMPT1_entailment
132,217,18,16,2,0.8888888888888888,19,15,4,0.7894736842105263,0.8362369337979094,llama3,coral,pdac,PROMPT1_entailment
133,218,18,15,3,0.8333333333333334,11,8,3,0.7272727272727273,0.7766990291262137,llama3,coral,pdac,PROMPT1_entailment
134,219,9,7,2,0.7777777777777778,8,8,0,1.0,0.8750000000000001,llama3,coral,pdac,PROMPT1_entailment
135,22,25,12,13,0.48,17,15,2,0.8823529411764706,0.6217616580310881,llama3,coral,pdac,PROMPT1_entailment
136,220,16,14,2,0.875,11,9,2,0.8181818181818182,0.8456375838926175,llama3,coral,pdac,PROMPT1_entailment
137,221,12,11,1,0.9166666666666666,12,11,1,0.9166666666666666,0.9166666666666666,llama3,coral,pdac,PROMPT1_entailment
138,222,14,13,1,0.9285714285714286,11,10,1,0.9090909090909092,0.9187279151943464,llama3,coral,pdac,PROMPT1_entailment
139,223,35,26,9,0.7428571428571429,37,30,7,0.8108108108108109,0.7753479125248508,llama3,coral,pdac,PROMPT1_entailment
140,224,12,9,3,0.75,8,6,2,0.75,0.75,llama3,coral,pdac,PROMPT1_entailment
141,225,20,17,3,0.85,13,12,1,0.9230769230769232,0.8850325379609545,llama3,coral,pdac,PROMPT1_entailment
142,226,18,17,1,0.9444444444444444,11,9,2,0.8181818181818182,0.8767908309455588,llama3,coral,pdac,PROMPT1_entailment
143,227,11,9,2,0.8181818181818182,10,10,0,1.0,0.9,llama3,coral,pdac,PROMPT1_entailment
144,228,11,11,0,1.0,9,9,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
145,229,13,11,2,0.8461538461538461,9,8,1,0.8888888888888888,0.8669950738916256,llama3,coral,pdac,PROMPT1_entailment
146,23,15,14,1,0.9333333333333332,12,9,3,0.75,0.8316831683168316,llama3,coral,pdac,PROMPT1_entailment
147,230,12,12,0,1.0,8,8,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
148,24,11,10,1,0.9090909090909092,9,7,2,0.7777777777777778,0.8383233532934132,llama3,coral,pdac,PROMPT1_entailment
149,25,15,12,3,0.8,11,9,2,0.8181818181818182,0.8089887640449439,llama3,coral,pdac,PROMPT1_entailment
150,26,15,14,1,0.9333333333333332,11,11,0,1.0,0.9655172413793104,llama3,coral,pdac,PROMPT1_entailment
151,27,14,11,3,0.7857142857142857,12,11,1,0.9166666666666666,0.8461538461538461,llama3,coral,pdac,PROMPT1_entailment
152,28,11,11,0,1.0,13,13,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
153,29,12,10,2,0.8333333333333334,9,8,1,0.8888888888888888,0.8602150537634408,llama3,coral,pdac,PROMPT1_entailment
154,3,14,12,2,0.8571428571428571,8,7,1,0.875,0.8659793814432989,llama3,coral,pdac,PROMPT1_entailment
155,30,17,14,3,0.8235294117647058,11,10,1,0.9090909090909092,0.8641975308641976,llama3,coral,pdac,PROMPT1_entailment
156,31,20,19,1,0.95,11,11,0,1.0,0.9743589743589745,llama3,coral,pdac,PROMPT1_entailment
157,32,26,22,4,0.8461538461538461,11,8,3,0.7272727272727273,0.7822222222222223,llama3,coral,pdac,PROMPT1_entailment
158,33,32,8,24,0.25,24,10,14,0.4166666666666667,0.3125,llama3,coral,pdac,PROMPT1_entailment
159,34,11,10,1,0.9090909090909092,10,10,0,1.0,0.9523809523809524,llama3,coral,pdac,PROMPT1_entailment
160,35,14,14,0,1.0,10,10,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
161,36,34,32,2,0.9411764705882352,44,36,8,0.8181818181818182,0.8753799392097266,llama3,coral,pdac,PROMPT1_entailment
162,37,21,18,3,0.8571428571428571,9,8,1,0.8888888888888888,0.8727272727272727,llama3,coral,pdac,PROMPT1_entailment
163,38,21,18,3,0.8571428571428571,13,12,1,0.9230769230769232,0.888888888888889,llama3,coral,pdac,PROMPT1_entailment
164,39,15,13,2,0.8666666666666667,10,9,1,0.9,0.8830188679245283,llama3,coral,pdac,PROMPT1_entailment
165,4,25,21,4,0.84,15,11,4,0.7333333333333333,0.783050847457627,llama3,coral,pdac,PROMPT1_entailment
166,40,11,9,2,0.8181818181818182,10,5,5,0.5,0.6206896551724137,llama3,coral,pdac,PROMPT1_entailment
167,41,13,11,2,0.8461538461538461,8,6,2,0.75,0.7951807228915662,llama3,coral,pdac,PROMPT1_entailment
168,42,16,15,1,0.9375,11,10,1,0.9090909090909092,0.923076923076923,llama3,coral,pdac,PROMPT1_entailment
169,43,20,18,2,0.9,13,7,6,0.5384615384615384,0.6737967914438503,llama3,coral,pdac,PROMPT1_entailment
170,44,14,12,2,0.8571428571428571,11,11,0,1.0,0.923076923076923,llama3,coral,pdac,PROMPT1_entailment
171,45,19,17,2,0.8947368421052632,10,10,0,1.0,0.9444444444444444,llama3,coral,pdac,PROMPT1_entailment
172,46,26,19,7,0.7307692307692307,11,9,2,0.8181818181818182,0.7720090293453725,llama3,coral,pdac,PROMPT1_entailment
173,47,31,29,2,0.935483870967742,39,33,6,0.8461538461538461,0.8885793871866294,llama3,coral,pdac,PROMPT1_entailment
174,48,12,9,3,0.75,10,10,0,1.0,0.8571428571428571,llama3,coral,pdac,PROMPT1_entailment
175,49,14,13,1,0.9285714285714286,10,8,2,0.8,0.859504132231405,llama3,coral,pdac,PROMPT1_entailment
176,5,18,17,1,0.9444444444444444,10,9,1,0.9,0.9216867469879516,llama3,coral,pdac,PROMPT1_entailment
177,50,11,10,1,0.9090909090909092,10,5,5,0.5,0.6451612903225806,llama3,coral,pdac,PROMPT1_entailment
178,51,16,14,2,0.875,12,11,1,0.9166666666666666,0.8953488372093024,llama3,coral,pdac,PROMPT1_entailment
179,52,12,10,2,0.8333333333333334,10,10,0,1.0,0.9090909090909092,llama3,coral,pdac,PROMPT1_entailment
180,53,11,10,1,0.9090909090909092,8,7,1,0.875,0.8917197452229298,llama3,coral,pdac,PROMPT1_entailment
181,54,6,5,1,0.8333333333333334,2,2,0,1.0,0.9090909090909092,llama3,coral,pdac,PROMPT1_entailment
182,55,13,12,1,0.9230769230769232,10,7,3,0.7,0.7962085308056872,llama3,coral,pdac,PROMPT1_entailment
183,56,14,13,1,0.9285714285714286,8,8,0,1.0,0.962962962962963,llama3,coral,pdac,PROMPT1_entailment
184,57,38,34,4,0.8947368421052632,13,9,4,0.6923076923076923,0.7806122448979592,llama3,coral,pdac,PROMPT1_entailment
185,58,21,18,3,0.8571428571428571,10,10,0,1.0,0.923076923076923,llama3,coral,pdac,PROMPT1_entailment
186,59,33,23,10,0.696969696969697,21,15,6,0.7142857142857143,0.7055214723926381,llama3,coral,pdac,PROMPT1_entailment
187,6,16,15,1,0.9375,12,11,1,0.9166666666666666,0.9269662921348316,llama3,coral,pdac,PROMPT1_entailment
188,60,24,19,5,0.7916666666666666,13,10,3,0.7692307692307693,0.7802874743326489,llama3,coral,pdac,PROMPT1_entailment
189,61,11,10,1,0.9090909090909092,7,7,0,1.0,0.9523809523809524,llama3,coral,pdac,PROMPT1_entailment
190,62,14,13,1,0.9285714285714286,11,7,4,0.6363636363636364,0.7551867219917012,llama3,coral,pdac,PROMPT1_entailment
191,63,12,12,0,1.0,10,10,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
192,64,14,14,0,1.0,12,11,1,0.9166666666666666,0.9565217391304348,llama3,coral,pdac,PROMPT1_entailment
193,65,15,14,1,0.9333333333333332,9,7,2,0.7777777777777778,0.8484848484848485,llama3,coral,pdac,PROMPT1_entailment
194,66,14,11,3,0.7857142857142857,12,9,3,0.75,0.7674418604651163,llama3,coral,pdac,PROMPT1_entailment
195,67,8,8,0,1.0,1,1,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
196,68,11,10,1,0.9090909090909092,11,9,2,0.8181818181818182,0.861244019138756,llama3,coral,pdac,PROMPT1_entailment
197,69,13,11,2,0.8461538461538461,10,9,1,0.9,0.8722466960352422,llama3,coral,pdac,PROMPT1_entailment
198,7,15,13,2,0.8666666666666667,11,11,0,1.0,0.9285714285714286,llama3,coral,pdac,PROMPT1_entailment
199,70,13,11,2,0.8461538461538461,15,14,1,0.9333333333333332,0.8876080691642652,llama3,coral,pdac,PROMPT1_entailment
200,71,23,12,11,0.5217391304347826,9,8,1,0.8888888888888888,0.6575342465753423,llama3,coral,pdac,PROMPT1_entailment
201,72,25,16,9,0.64,13,10,3,0.7692307692307693,0.6986899563318777,llama3,coral,pdac,PROMPT1_entailment
202,73,137,22,115,0.1605839416058394,154,77,77,0.5,0.2430939226519337,llama3,coral,pdac,PROMPT1_entailment
203,74,17,13,4,0.7647058823529411,8,6,2,0.75,0.7572815533980582,llama3,coral,pdac,PROMPT1_entailment
204,75,17,14,3,0.8235294117647058,7,7,0,1.0,0.9032258064516128,llama3,coral,pdac,PROMPT1_entailment
205,76,10,7,3,0.7,7,7,0,1.0,0.8235294117647058,llama3,coral,pdac,PROMPT1_entailment
206,77,17,13,4,0.7647058823529411,8,7,1,0.875,0.8161434977578476,llama3,coral,pdac,PROMPT1_entailment
207,78,10,8,2,0.8,8,8,0,1.0,0.888888888888889,llama3,coral,pdac,PROMPT1_entailment
208,79,14,12,2,0.8571428571428571,11,9,2,0.8181818181818182,0.8372093023255814,llama3,coral,pdac,PROMPT1_entailment
209,8,11,11,0,1.0,2,2,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
210,80,15,15,0,1.0,9,9,0,1.0,1.0,llama3,coral,pdac,PROMPT1_entailment
211,81,11,10,1,0.9090909090909092,6,5,1,0.8333333333333334,0.8695652173913043,llama3,coral,pdac,PROMPT1_entailment
212,82,18,17,1,0.9444444444444444,4,3,1,0.75,0.8360655737704917,llama3,coral,pdac,PROMPT1_entailment
213,83,22,18,4,0.8181818181818182,11,9,2,0.8181818181818182,0.8181818181818182,llama3,coral,pdac,PROMPT1_entailment
214,84,19,13,6,0.6842105263157895,11,8,3,0.7272727272727273,0.7050847457627119,llama3,coral,pdac,PROMPT1_entailment
215,85,34,27,7,0.7941176470588235,35,24,11,0.6857142857142857,0.735945485519591,llama3,coral,pdac,PROMPT1_entailment
216,86,12,11,1,0.9166666666666666,10,8,2,0.8,0.854368932038835,llama3,coral,pdac,PROMPT1_entailment
217,87,18,15,3,0.8333333333333334,7,7,0,1.0,0.9090909090909092,llama3,coral,pdac,PROMPT1_entailment
218,88,12,11,1,0.9166666666666666,8,7,1,0.875,0.8953488372093024,llama3,coral,pdac,PROMPT1_entailment
219,89,14,11,3,0.7857142857142857,10,10,0,1.0,0.88,llama3,coral,pdac,PROMPT1_entailment
220,9,13,13,0,1.0,12,11,1,0.9166666666666666,0.9565217391304348,llama3,coral,pdac,PROMPT1_entailment
221,90,11,6,5,0.5454545454545454,9,6,3,0.6666666666666666,0.6,llama3,coral,pdac,PROMPT1_entailment
222,91,11,9,2,0.8181818181818182,10,10,0,1.0,0.9,llama3,coral,pdac,PROMPT1_entailment
223,92,12,8,4,0.6666666666666666,10,10,0,1.0,0.8,llama3,coral,pdac,PROMPT1_entailment
224,93,10,9,1,0.9,9,9,0,1.0,0.9473684210526316,llama3,coral,pdac,PROMPT1_entailment
225,94,10,7,3,0.7,7,6,1,0.8571428571428571,0.7706422018348624,llama3,coral,pdac,PROMPT1_entailment
226,95,14,10,4,0.7142857142857143,8,6,2,0.75,0.7317073170731706,llama3,coral,pdac,PROMPT1_entailment
227,96,11,10,1,0.9090909090909092,4,4,0,1.0,0.9523809523809524,llama3,coral,pdac,PROMPT1_entailment
228,97,14,11,3,0.7857142857142857,8,6,2,0.75,0.7674418604651163,llama3,coral,pdac,PROMPT1_entailment
229,98,15,11,4,0.7333333333333333,9,9,0,1.0,0.846153846153846,llama3,coral,pdac,PROMPT1_entailment
230,99,15,13,2,0.8666666666666667,9,9,0,1.0,0.9285714285714286,llama3,coral,pdac,PROMPT1_entailment
